priority,module_id,module,slug,epic,story,target_files
P2,12,Client Project Tracker,client-project-tracker,delivery,create migration and RLS,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,add validator/service/API route,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,register API route,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,add SDK wrapper,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,add portal UI,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,add worker task if needed,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,add tests/E2E,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,add docs/runbook,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,12,Client Project Tracker,client-project-tracker,delivery,run audit prompt and remediate,apps/api/src/routes/client-project-tracker.ts; apps/api/src/validators/client-project-tracker.ts; packages/sdk/src/client-project-tracker.ts; apps/web/app/(portal)/portal/client-project-tracker/page.tsx; supabase/migrations/<timestamp>_client_project_tracker.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,write deep spec,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,create migration and RLS,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,add validator/service/API route,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,register API route,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,add SDK wrapper,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,add portal UI,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,add worker task if needed,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,add tests/E2E,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,add docs/runbook,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,13,MSP Automation Workflow Catalog,msp-automation-workflow-catalog,automation,run audit prompt and remediate,apps/api/src/routes/msp-automation-workflow-catalog.ts; apps/api/src/validators/msp-automation-workflow-catalog.ts; packages/sdk/src/msp-automation-workflow-catalog.ts; apps/web/app/(portal)/portal/msp-automation-workflow-catalog/page.tsx; supabase/migrations/<timestamp>_msp_automation_workflow_catalog.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,write deep spec,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,create migration and RLS,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,add validator/service/API route,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,register API route,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,add SDK wrapper,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,add portal UI,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,add worker task if needed,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,add tests/E2E,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,add docs/runbook,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,14,DNS Domain Cloudflare Health Monitor,dns-domain-cloudflare-health-monitor,infrastructure,run audit prompt and remediate,apps/api/src/routes/dns-domain-cloudflare-health-monitor.ts; apps/api/src/validators/dns-domain-cloudflare-health-monitor.ts; packages/sdk/src/dns-domain-cloudflare-health-monitor.ts; apps/web/app/(portal)/portal/dns-domain-cloudflare-health-monitor/page.tsx; supabase/migrations/<timestamp>_dns_domain_cloudflare_health_monitor.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,write deep spec,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,create migration and RLS,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,add validator/service/API route,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,register API route,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,add SDK wrapper,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,add portal UI,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,add worker task if needed,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,add tests/E2E,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,add docs/runbook,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P2,15,Backup Disaster Recovery Review Dashboard,backup-disaster-recovery-review-dashboard,resilience,run audit prompt and remediate,apps/api/src/routes/backup-disaster-recovery-review-dashboard.ts; apps/api/src/validators/backup-disaster-recovery-review-dashboard.ts; packages/sdk/src/backup-disaster-recovery-review-dashboard.ts; apps/web/app/(portal)/portal/backup-disaster-recovery-review-dashboard/page.tsx; supabase/migrations/<timestamp>_backup_disaster_recovery_review_dashboard.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,write deep spec,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,create migration and RLS,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,add validator/service/API route,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,register API route,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,add SDK wrapper,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,add portal UI,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,add worker task if needed,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,add tests/E2E,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,add docs/runbook,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P1,16,Helpdesk Identity Verification Anti-Vishing Tool,helpdesk-identity-verification-anti-vishing-tool,security,run audit prompt and remediate,apps/api/src/routes/helpdesk-identity-verification-anti-vishing-tool.ts; apps/api/src/validators/helpdesk-identity-verification-anti-vishing-tool.ts; packages/sdk/src/helpdesk-identity-verification-anti-vishing-tool.ts; apps/web/app/(portal)/portal/helpdesk-identity-verification-anti-vishing-tool/page.tsx; supabase/migrations/<timestamp>_helpdesk_identity_verification_anti_vishing_tool.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,write deep spec,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,create migration and RLS,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,add validator/service/API route,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,register API route,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,add SDK wrapper,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,add portal UI,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,add worker task if needed,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,add tests/E2E,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,add docs/runbook,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,17,Client Knowledge Base Self-Service Assistant,client-knowledge-base-self-service-assistant,support,run audit prompt and remediate,apps/api/src/routes/client-knowledge-base-self-service-assistant.ts; apps/api/src/validators/client-knowledge-base-self-service-assistant.ts; packages/sdk/src/client-knowledge-base-self-service-assistant.ts; apps/web/app/(portal)/portal/client-knowledge-base-self-service-assistant/page.tsx; supabase/migrations/<timestamp>_client_knowledge_base_self_service_assistant.sql
P2,18,Compliance Readiness Lite for Small Businesses,compliance-readiness-lite-for-small-businesses,advisory,write deep spec,apps/api/src/routes/compliance-readiness-lite-for-small-businesses.ts; apps/api/src/validators/compliance-readiness-lite-for-small-businesses.ts; packages/sdk/src/compliance-readiness-lite-for-small-businesses.ts; apps/web/app/(portal)/portal/compliance-readiness-lite-for-small-businesses/page.tsx; supabase/migrations/<timestamp>_compliance_readiness_lite_for_small_businesses.sql
P2,18,Compliance Readiness Lite for Small Businesses,compliance-readiness-lite-for-small-businesses,advisory,create migration and RLS,apps/api/src/routes/compliance-readiness-lite-for-small-businesses.ts; apps/api/src/validators/compliance-readiness-lite-for-small-businesses.ts; packages/sdk/src/compliance-readiness-lite-for-small-businesses.ts; apps/web/app/(portal)/portal/compliance-readiness-lite-for-small-businesses/page.tsx; supabase/migrations/<timestamp>_compliance_readiness_lite_for_small_businesses.sql
P2,18,Compliance Readiness Lite for Small Businesses,compliance-readiness-lite-for-small-businesses,advisory,add validator/service/API route,apps/api/src/routes/compliance-readiness-lite-for-small-businesses.ts; apps/api/src/validators/compliance-readiness-lite-for-small-businesses.ts; packages/sdk/src/compliance-readiness-lite-for-small-businesses.ts; apps/web/app/(portal)/portal/compliance-readiness-lite-for-small-businesses/page.tsx; supabase/migrations/<timestamp>_compliance_readiness_lite_for_small_businesses.sql
P2,18,Compliance Readiness Lite for Small Businesses,compliance-readiness-lite-for-small-businesses,advisory,register API route,apps/api/src/routes/compliance-readiness-lite-for-small-businesses.ts; apps/api/src/validators/compliance-readiness-lite-for-small-businesses.ts; packages/sdk/src/compliance-readiness-lite-for-small-businesses.ts; apps/web/app/(portal)/portal/compliance-readiness-lite-for-small-businesses/page.tsx; supabase/migrations/<timestamp>_compliance_readiness_lite_for_small_businesses.sql
P2,18,Compliance Readiness Lite for Small Businesses,compliance-readiness-lite-for-small-businesses,advisory,add SDK wrapper,apps/api/src/routes/compliance-readiness-lite-for-small-businesses.ts; apps/api/src/validators/compliance-readiness-lite-for-small-businesses.ts; packages/sdk/src/compliance-readiness-lite-for-small-businesses.ts; apps/web/app/(portal)/portal/compliance-readiness-lite-for-small-businesses/page.tsx; supabase/migrations/<timestamp>_compliance_readiness_lite_for_small_businesses.sql
P2,18,Compliance Readiness Lite for Small Businesses,compliance-readiness-lite-for-small-businesses,advisory,add portal UI,apps/api/src/routes/compliance-readiness-lite-for-small-businesses.ts; apps/api/src/validators/compliance-readiness-lite-for-small-businesses.ts; packages/sdk/src/compliance-readiness-lite-for-small-businesses.ts; apps/web/app/(portal)/portal/compliance-readiness-lite-for-small-businesses/page.tsx; supabase/migrations/<timestamp>_compliance_readiness_lite_for_small_businesses.sql
P2,18,Compliance Readiness Lite for Small Businesses,compliance-readiness-lite-for-small-businesses,advisory,add worker task if needed,apps/api/src/routes/compliance-readiness-lite-for-small-businesses.ts; apps/api/src/validators/compliance-readiness-lite-for-small-businesses.ts; packages/sdk/src/compliance-readiness-lite-for-small-businesses.ts; apps/web/app/(portal)/portal/compliance-readiness-lite-for-small-businesses/page.tsx; supabase/migrations/<timestamp>_compliance_readiness_lite_for_small_businesses.sql
