id,slug,name,category,categoryId,type,priceRange,pricingModel,purchaseMode,summary,marketingHeadline,tags,recommendedUpsells,riskLevel,deliveryEffort
basic_router_replacement,basic-router-replacement,Basic Router Replacement,Wi-Fi & Networking,wifi-networking,service,$299-$999 + hardware,one_time_or_project,consultation_or_checkout,Replace a consumer router with a more appropriate business-grade configuration.,Basic Router Replacement from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
business_wi_fi_setup,business-wi-fi-setup,Business Wi-Fi Setup,Wi-Fi & Networking,wifi-networking,service,"$399-$1,500 + hardware",one_time_or_project,consultation_or_checkout,Install and configure business access points and secure SSIDs.,Business Wi-Fi Setup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
guest_wi_fi_setup,guest-wi-fi-setup,Guest Wi-Fi Setup,Wi-Fi & Networking,wifi-networking,service,$199-$799,one_time_or_project,consultation_or_checkout,Create a separated guest Wi-Fi network.,Guest Wi-Fi Setup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
vlan_setup,vlan-setup,VLAN Setup,Wi-Fi & Networking,wifi-networking,service,"$499-$2,500",one_time_or_project,consultation_or_checkout,"Segment staff, guest, IoT, camera, or other device networks.",VLAN Setup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,elevated,standard
firewall_setup,firewall-setup,Firewall Setup,Wi-Fi & Networking,wifi-networking,service,"$599-$2,500 + hardware",one_time_or_project,consultation_or_checkout,Deploy and configure a business firewall.,Firewall Setup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,elevated,standard
switch_installation,switch-installation,Switch Installation,Wi-Fi & Networking,wifi-networking,service,"$299-$1,500 + hardware",one_time_or_project,consultation_or_checkout,Install or configure a managed network switch.,Switch Installation from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
patch_panel_cleanup,patch-panel-cleanup,Patch Panel Cleanup,Wi-Fi & Networking,wifi-networking,service,"$299-$1,500",one_time_or_project,consultation_or_checkout,"Label, organize, and document network rack and cabling.",Patch Panel Cleanup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
network_documentation_package,network-documentation-package,Network Documentation Package,Wi-Fi & Networking,wifi-networking,service,$299-$999,one_time_or_project,consultation_or_checkout,"Create network diagrams, IP list, device map, management notes, and vendor summary.",Network Documentation Package from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
isp_cutover_support,isp-cutover-support,ISP Cutover Support,Wi-Fi & Networking,wifi-networking,service,"$299-$1,500",one_time_or_project,consultation_or_checkout,Coordinate and support new internet activation or provider cutover.,ISP Cutover Support from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,elevated,standard
lte_5g_backup_internet_setup,lte-5g-backup-internet-setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,wifi-networking,service,"$399-$1,500 + hardware/service",one_time_or_project,consultation_or_checkout,Configure backup internet where available.,LTE/5G Backup Internet Setup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
unifi_controller_setup,unifi-controller-setup,UniFi Controller Setup,Wi-Fi & Networking,wifi-networking,service,$199-$799,one_time_or_project,consultation_or_checkout,Set up or cleanly configure UniFi Network controller and device adoption.,UniFi Controller Setup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
unifi_wi_fi_install,unifi-wi-fi-install,UniFi Wi-Fi Install,Wi-Fi & Networking,wifi-networking,service,"$499-$2,500 + hardware",one_time_or_project,consultation_or_checkout,"Install UniFi access points, SSIDs, guest network, and basic settings.",UniFi Wi-Fi Install from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
unifi_network_cleanup,unifi-network-cleanup,UniFi Network Cleanup,Wi-Fi & Networking,wifi-networking,service,"$299-$1,200",one_time_or_project,consultation_or_checkout,"Fix UniFi naming, firmware review, topology, alerts, and configuration documentation.",UniFi Network Cleanup from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
unifi_monthly_management,unifi-monthly-management,UniFi Monthly Management,Wi-Fi & Networking,wifi-networking,service,$99-$499/month,monthly,consultation_or_checkout,"Ongoing UniFi firmware, alerts, health review, backups, and documentation.",UniFi Monthly Management from Maine Cyber Tech,network;wifi,business_network_foundation;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
unifi_site_documentation,unifi-site-documentation,UniFi Site Documentation,Wi-Fi & Networking,wifi-networking,service,$199-$799,one_time_or_project,consultation_or_checkout,"Document UniFi devices, ports, photos, IPs, controller notes, and topology.",UniFi Site Documentation from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
small_office_wi_fi_bundle,small-office-wi-fi-bundle,Small Office Wi-Fi Bundle,Wi-Fi & Networking,wifi-networking,service,"$699-$2,500",one_time_or_project,consultation_or_checkout,"Router/firewall review, access points, staff SSID, guest SSID, and documentation.",Small Office Wi-Fi Bundle from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
business_network_foundation,business-network-foundation,Business Network Foundation,Wi-Fi & Networking,wifi-networking,service,"$1,500-$5,000",one_time_or_project,consultation_or_checkout,"Firewall, managed switch, Wi-Fi, VLAN basics, labeling, and documentation.",Business Network Foundation from Maine Cyber Tech,network;wifi,unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
outdoor_coverage_bundle,outdoor-coverage-bundle,Outdoor Coverage Bundle,Wi-Fi & Networking,wifi-networking,service,"$1,500-$6,000",one_time_or_project,consultation_or_checkout,"Outdoor Wi-Fi planning and deployment support for yards, marinas, warehouses, or public areas.",Outdoor Coverage Bundle from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;camera_and_wi_fi_bundle;mct_complete_care,normal,standard
camera_and_wi_fi_bundle,camera-and-wi-fi-bundle,Camera and Wi-Fi Bundle,Wi-Fi & Networking,wifi-networking,service,"$2,500-$8,000",one_time_or_project,consultation_or_checkout,"Combined network readiness, camera VLAN, Wi-Fi, NVR, and documentation bundle.",Camera and Wi-Fi Bundle from Maine Cyber Tech,network;wifi,business_network_foundation;unifi_monthly_management;mct_complete_care,normal,standard
camera_site_survey,camera-site-survey,Camera Site Survey,Security Cameras,security-cameras,service,$199-$599,one_time_or_project,consultation_or_checkout,Walkthrough and camera placement recommendation service.,Camera Site Survey from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
single_camera_add_on,single-camera-add-on,Single Camera Add-On,Security Cameras,security-cameras,service,$199-$799 + hardware,one_time_or_project,consultation_or_checkout,Add one camera to an appropriate existing camera system.,Single Camera Add-On from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
small_camera_system_setup,small-camera-system-setup,Small Camera System Setup,Security Cameras,security-cameras,service,"$1,000-$3,500 + hardware",one_time_or_project,consultation_or_checkout,Set up a small 2-4 camera system with recording and basic viewing.,Small Camera System Setup from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
camera_health_check,camera-health-check,Camera Health Check,Security Cameras,security-cameras,service,$149-$499,one_time_or_project,consultation_or_checkout,"Review recording, blind spots, storage, account access, and camera health.",Camera Health Check from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
nvr_cleanup,nvr-cleanup,NVR Cleanup,Security Cameras,security-cameras,service,$199-$799,one_time_or_project,consultation_or_checkout,"Clean up recording schedules, channels, naming, permissions, and storage settings.",NVR Cleanup from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
remote_camera_access_setup,remote-camera-access-setup,Remote Camera Access Setup,Security Cameras,security-cameras,service,$199-$799,one_time_or_project,consultation_or_checkout,Set up secure remote viewing for owners or managers.,Remote Camera Access Setup from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,elevated,standard
camera_signage_package,camera-signage-package,Camera Signage Package,Security Cameras,security-cameras,service,$99-$299,one_time_or_project,consultation_or_checkout,Recommend basic camera signage placement and wording for business awareness.,Camera Signage Package from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
camera_maintenance_plan,camera-maintenance-plan,Camera Maintenance Plan,Security Cameras,security-cameras,service,$99-$499/month,monthly,consultation_or_checkout,"Recurring camera lens, firmware, recording, storage, and access review.",Camera Maintenance Plan from Maine Cyber Tech,camera;physical-security,camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
camera_starter_bundle,camera-starter-bundle,Camera Starter Bundle,Security Cameras,security-cameras,service,"$1,500-$4,000 + hardware",one_time_or_project,consultation_or_checkout,"Two-camera starter package with recording, mobile app, and documentation.",Camera Starter Bundle from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
camera_business_bundle,camera-business-bundle,Camera Business Bundle,Security Cameras,security-cameras,service,"$3,500-$10,000 + hardware",one_time_or_project,consultation_or_checkout,"Four to eight cameras, NVR, remote access, user permissions, and validation.",Camera Business Bundle from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
camera_complete_bundle,camera-complete-bundle,Camera Complete Bundle,Security Cameras,security-cameras,service,"$8,000+ + hardware",one_time_or_project,consultation_or_checkout,"Larger camera deployment with segmentation, UPS consideration, retention planning, and maintenance.",Camera Complete Bundle from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
unifi_camera_install,unifi-camera-install,UniFi Camera Install,Security Cameras,security-cameras,service,"$1,500-$8,000 + hardware",one_time_or_project,consultation_or_checkout,Deploy UniFi cameras and NVR with basic recording schedule and access setup.,UniFi Camera Install from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
unifi_door_access_consultation,unifi-door-access-consultation,UniFi Door Access Consultation,Security Cameras,security-cameras,service,$199-$799,one_time_or_project,consultation_or_checkout,Evaluate UniFi Access or door-control readiness and project scope.,UniFi Door Access Consultation from Maine Cyber Tech,camera;physical-security,camera_maintenance_plan;camera_and_wi_fi_bundle;business_network_foundation;unifi_monthly_management,normal,standard
backup_readiness_check,backup-readiness-check,Backup Readiness Check,Backup & Recovery,backup-recovery,service,$99-$249,one_time_or_project,consultation_or_checkout,Determine whether critical business data is backed up and recoverable.,Backup Readiness Check from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
computer_backup_setup,computer-backup-setup,Computer Backup Setup,Backup & Recovery,backup-recovery,service,$149-$499,one_time_or_project,consultation_or_checkout,Configure or guide backup for one workstation.,Computer Backup Setup from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
microsoft_365_backup_setup,microsoft-365-backup-setup,Microsoft 365 Backup Setup,Backup & Recovery,backup-recovery,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,Configure backup or retention strategy for Microsoft 365 data.,Microsoft 365 Backup Setup from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
nas_backup_setup,nas-backup-setup,NAS Backup Setup,Backup & Recovery,backup-recovery,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,Configure backup for a local NAS or file storage target.,NAS Backup Setup from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
cloud_backup_setup,cloud-backup-setup,Cloud Backup Setup,Backup & Recovery,backup-recovery,service,"$299-$1,500",one_time_or_project,consultation_or_checkout,Configure cloud backup destination and basic retention guidance.,Cloud Backup Setup from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
backup_restore_test,backup-restore-test,Backup Restore Test,Backup & Recovery,backup-recovery,service,$149-$399,one_time_or_project,consultation_or_checkout,Perform or guide a controlled restore test and document results.,Backup Restore Test from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,elevated,standard
backup_monitoring_plan,backup-monitoring-plan,Backup Monitoring Plan,Backup & Recovery,backup-recovery,service,$99-$499/month,monthly,consultation_or_checkout,Recurring backup status review and restore-test reminders.,Backup Monitoring Plan from Maine Cyber Tech,backup;recovery,disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
disaster_recovery_plan_starter,disaster-recovery-plan-starter,Disaster Recovery Plan Starter,Backup & Recovery,backup-recovery,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Plain-English recovery plan for systems, data, contacts, and priorities.",Disaster Recovery Plan Starter from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;small_business_resilience_pack;mct_secure_care,elevated,standard
backup_starter_bundle,backup-starter-bundle,Backup Starter Bundle,Backup & Recovery,backup-recovery,service,"$399-$1,200",one_time_or_project,consultation_or_checkout,"Critical data discovery, one backup destination, basic restore test, and instructions.",Backup Starter Bundle from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
backup_business_bundle,backup-business-bundle,Backup Business Bundle,Backup & Recovery,backup-recovery,service,"$750-$2,500",one_time_or_project,consultation_or_checkout,"Multiple devices/cloud accounts, scheduled monitoring plan, and quarterly restore-test option.",Backup Business Bundle from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
backup_resilience_bundle,backup-resilience-bundle,Backup Resilience Bundle,Backup & Recovery,backup-recovery,service,"$1,500-$5,000",one_time_or_project,consultation_or_checkout,"Workstations, cloud, NAS/server considerations, restore testing, and ransomware recovery checklist.",Backup Resilience Bundle from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
business_continuity_starter_plan,business-continuity-starter-plan,Business Continuity Starter Plan,Backup & Recovery,backup-recovery,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Identify critical systems, recovery targets, and business continuity contacts.",Business Continuity Starter Plan from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
emergency_contact_sheet,emergency-contact-sheet,Emergency Contact Sheet,Backup & Recovery,backup-recovery,service,$99-$299,one_time_or_project,consultation_or_checkout,"Create vendor/account/contact list for outages, security events, and recovery.",Emergency Contact Sheet from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
outage_response_plan,outage-response-plan,Outage Response Plan,Backup & Recovery,backup-recovery,service,$199-$799,one_time_or_project,consultation_or_checkout,"Create steps for internet, email, file access, or website outages.",Outage Response Plan from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
power_protection_review,power-protection-review,Power Protection Review,Backup & Recovery,backup-recovery,service,$149-$499,one_time_or_project,consultation_or_checkout,Review UPS and surge protection needs for critical equipment.,Power Protection Review from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
internet_failover_setup,internet-failover-setup,Internet Failover Setup,Backup & Recovery,backup-recovery,service,"$399-$1,500 + hardware/service",one_time_or_project,consultation_or_checkout,Configure backup internet or failover where available.,Internet Failover Setup from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,elevated,standard
critical_account_recovery_kit,critical-account-recovery-kit,Critical Account Recovery Kit,Backup & Recovery,backup-recovery,service,$299-$999,one_time_or_project,consultation_or_checkout,"Document recovery methods for domains, email, cloud, website, and other critical accounts.",Critical Account Recovery Kit from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,elevated,standard
tabletop_exercise,tabletop-exercise,Tabletop Exercise,Backup & Recovery,backup-recovery,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Walk through a ransomware, outage, or account compromise scenario with leadership.",Tabletop Exercise from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
continuity_binder,continuity-binder,Continuity Binder,Backup & Recovery,backup-recovery,service,"$499-$2,000",one_time_or_project,consultation_or_checkout,Create printable and digital runbook for business continuity and recovery.,Continuity Binder from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;small_business_resilience_pack;mct_secure_care,normal,standard
small_business_resilience_pack,small-business-resilience-pack,Small Business Resilience Pack,Backup & Recovery,backup-recovery,service,"$799-$2,500",one_time_or_project,consultation_or_checkout,"Emergency contact sheet, backup review, critical account list, outage response, and failover recommendations.",Small Business Resilience Pack from Maine Cyber Tech,backup;recovery,backup_monitoring_plan;disaster_recovery_plan_starter;mct_secure_care,normal,standard
website_health_check,website-health-check,Website Health Check,Website & SEO,website-seo,service,$149-$399,one_time_or_project,consultation_or_checkout,"Review uptime, SSL, backups, admin access, forms, and obvious website risks.",Website Health Check from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
website_speed_snapshot,website-speed-snapshot,Website Speed Snapshot,Website & SEO,website-seo,service,$149-$399,one_time_or_project,consultation_or_checkout,"Review basic page performance, obvious bottlenecks, and practical speed recommendations.",Website Speed Snapshot from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
website_security_review,website-security-review,Website Security Review,Website & SEO,website-seo,service,$199-$599,one_time_or_project,consultation_or_checkout,"Review SSL, admin access, plugins/dependencies, backups, and security posture.",Website Security Review from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
website_backup_setup,website-backup-setup,Website Backup Setup,Website & SEO,website-seo,service,$199-$799,one_time_or_project,consultation_or_checkout,Configure or guide website backup process.,Website Backup Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
monthly_website_care_plan,monthly-website-care-plan,Monthly Website Care Plan,Website & SEO,website-seo,service,$99-$499/month,monthly,consultation_or_checkout,"Ongoing website updates, uptime, backups, and minor edits.",Monthly Website Care Plan from Maine Cyber Tech,website;seo;dns,monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
landing_page_build,landing-page-build,Landing Page Build,Website & SEO,website-seo,service,"$499-$2,500",one_time_or_project,consultation_or_checkout,"Build a focused landing page for a service, campaign, or local market.",Landing Page Build from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
local_seo_page_build,local-seo-page-build,Local SEO Page Build,Website & SEO,website-seo,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,Build a service and town/city page with local SEO structure.,Local SEO Page Build from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
contact_form_fix,contact-form-fix,Contact Form Fix,Website & SEO,website-seo,service,$99-$499,one_time_or_project,consultation_or_checkout,"Troubleshoot form delivery, spam, validation, and routing.",Contact Form Fix from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
analytics_setup,analytics-setup,Analytics Setup,Website & SEO,website-seo,service,$149-$599,one_time_or_project,consultation_or_checkout,Install or configure analytics and search visibility tracking.,Analytics Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
cookie_privacy_basics_review,cookie-privacy-basics-review,Cookie/Privacy Basics Review,Website & SEO,website-seo,service,$199-$799,one_time_or_project,consultation_or_checkout,Review basic website privacy/cookie notice needs and provide recommendations.,Cookie/Privacy Basics Review from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
local_seo_snapshot,local-seo-snapshot,Local SEO Snapshot,Website & SEO,website-seo,service,$149-$399,one_time_or_project,consultation_or_checkout,"Review business profile, titles, pages, citations, and local visibility basics.",Local SEO Snapshot from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
google_business_profile_optimization,google-business-profile-optimization,Google Business Profile Optimization,Website & SEO,website-seo,service,$99-$299,one_time_or_project,consultation_or_checkout,"Improve categories, services, description, photos, FAQs, and business profile completeness.",Google Business Profile Optimization from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
local_service_page_pack,local-service-page-pack,Local Service Page Pack,Website & SEO,website-seo,service,"$999-$3,500",one_time_or_project,consultation_or_checkout,Create multiple local service pages for priority services and towns.,Local Service Page Pack from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
blog_starter_pack,blog-starter-pack,Blog Starter Pack,Website & SEO,website-seo,service,"$499-$2,000",one_time_or_project,consultation_or_checkout,Prepare blog topic plan and starter article briefs or posts.,Blog Starter Pack from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
technical_seo_fix_pack,technical-seo-fix-pack,Technical SEO Fix Pack,Website & SEO,website-seo,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Improve metadata, headings, sitemap, indexing basics, and technical SEO issues.",Technical SEO Fix Pack from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
monthly_local_seo_plan,monthly-local-seo-plan,Monthly Local SEO Plan,Website & SEO,website-seo,service,"$499-$2,000/month",monthly,consultation_or_checkout,"Recurring content, local optimization, reviews, and reporting.",Monthly Local SEO Plan from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
review_request_system_setup,review-request-system-setup,Review Request System Setup,Website & SEO,website-seo,service,$149-$499,one_time_or_project,consultation_or_checkout,Set up a process and templates for requesting customer reviews.,Review Request System Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
schema_markup_setup,schema-markup-setup,Schema Markup Setup,Website & SEO,website-seo,service,"$299-$1,200",one_time_or_project,consultation_or_checkout,"Add or recommend LocalBusiness, service, FAQ, or structured data markup.",Schema Markup Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
website_safety_bundle,website-safety-bundle,Website Safety Bundle,Website & SEO,website-seo,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Uptime monitoring, backup check, SSL review, admin access review, and health report.",Website Safety Bundle from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
local_seo_starter,local-seo-starter,Local SEO Starter,Website & SEO,website-seo,service,"$599-$2,000",one_time_or_project,consultation_or_checkout,"Google Business Profile review, local pages, metadata cleanup, and review request process.",Local SEO Starter from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
website_growth_bundle,website-growth-bundle,Website Growth Bundle,Website & SEO,website-seo,service,"$999-$4,000/month",monthly,consultation_or_checkout,"Monthly website care, content, SEO, conversion improvements, and strategy review.",Website Growth Bundle from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,normal,standard
cloudflare_basic_setup,cloudflare-basic-setup,Cloudflare Basic Setup,Website & SEO,website-seo,service,$149-$399,one_time_or_project,consultation_or_checkout,"DNS import, SSL review, proxy basics, and baseline Cloudflare configuration.",Cloudflare Basic Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
cloudflare_security_tune_up,cloudflare-security-tune-up,Cloudflare Security Tune-Up,Website & SEO,website-seo,service,$199-$799,one_time_or_project,consultation_or_checkout,Review WAF/security settings and practical Cloudflare protections.,Cloudflare Security Tune-Up from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
dns_cleanup,dns-cleanup,DNS Cleanup,Website & SEO,website-seo,service,$99-$399,one_time_or_project,consultation_or_checkout,Remove stale DNS records and document important records.,DNS Cleanup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
email_dns_authentication_fix,email-dns-authentication-fix,Email DNS Authentication Fix,Website & SEO,website-seo,service,$99-$249,one_time_or_project,consultation_or_checkout,"Review or configure SPF, DKIM, and DMARC where possible.",Email DNS Authentication Fix from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
domain_registrar_security_setup,domain-registrar-security-setup,Domain Registrar Security Setup,Website & SEO,website-seo,service,$99-$299,one_time_or_project,consultation_or_checkout,"Review registrar MFA, domain lock, account recovery, and renewal practices.",Domain Registrar Security Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
cloudflare_turnstile_setup,cloudflare-turnstile-setup,Cloudflare Turnstile Setup,Website & SEO,website-seo,service,$199-$799,one_time_or_project,consultation_or_checkout,Add bot/spam protection to supported website forms.,Cloudflare Turnstile Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
