productId,productName,category,stepNumber,step
business_laptop_security_setup,Business Laptop Security Setup,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
business_laptop_security_setup,Business Laptop Security Setup,Computer Setup & Support,6,Complete internal QA checklist.
business_laptop_security_setup,Business Laptop Security Setup,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
patch_status_snapshot,Patch Status Snapshot,Computer Setup & Support,1,Confirm device/user/peripheral details.
patch_status_snapshot,Patch Status Snapshot,Computer Setup & Support,2,Establish remote or onsite session.
patch_status_snapshot,Patch Status Snapshot,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
patch_status_snapshot,Patch Status Snapshot,Computer Setup & Support,4,Test with customer workflow.
patch_status_snapshot,Patch Status Snapshot,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
patch_status_snapshot,Patch Status Snapshot,Computer Setup & Support,6,Complete internal QA checklist.
patch_status_snapshot,Patch Status Snapshot,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
managed_workstation_essentials,Managed Workstation Essentials,Computer Setup & Support,1,Confirm device/user/peripheral details.
managed_workstation_essentials,Managed Workstation Essentials,Computer Setup & Support,2,Establish remote or onsite session.
managed_workstation_essentials,Managed Workstation Essentials,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
managed_workstation_essentials,Managed Workstation Essentials,Computer Setup & Support,4,Test with customer workflow.
managed_workstation_essentials,Managed Workstation Essentials,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
managed_workstation_essentials,Managed Workstation Essentials,Computer Setup & Support,6,Complete internal QA checklist.
managed_workstation_essentials,Managed Workstation Essentials,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
managed_workstation_protect,Managed Workstation Protect,Computer Setup & Support,1,Confirm device/user/peripheral details.
managed_workstation_protect,Managed Workstation Protect,Computer Setup & Support,2,Establish remote or onsite session.
managed_workstation_protect,Managed Workstation Protect,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
managed_workstation_protect,Managed Workstation Protect,Computer Setup & Support,4,Test with customer workflow.
managed_workstation_protect,Managed Workstation Protect,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
managed_workstation_protect,Managed Workstation Protect,Computer Setup & Support,6,Complete internal QA checklist.
managed_workstation_protect,Managed Workstation Protect,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
managed_workstation_complete,Managed Workstation Complete,Computer Setup & Support,1,Confirm device/user/peripheral details.
managed_workstation_complete,Managed Workstation Complete,Computer Setup & Support,2,Establish remote or onsite session.
managed_workstation_complete,Managed Workstation Complete,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
managed_workstation_complete,Managed Workstation Complete,Computer Setup & Support,4,Test with customer workflow.
managed_workstation_complete,Managed Workstation Complete,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
managed_workstation_complete,Managed Workstation Complete,Computer Setup & Support,6,Complete internal QA checklist.
managed_workstation_complete,Managed Workstation Complete,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
laptop_procurement,Laptop Procurement,Computer Setup & Support,1,Confirm device/user/peripheral details.
laptop_procurement,Laptop Procurement,Computer Setup & Support,2,Establish remote or onsite session.
laptop_procurement,Laptop Procurement,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
laptop_procurement,Laptop Procurement,Computer Setup & Support,4,Test with customer workflow.
laptop_procurement,Laptop Procurement,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
laptop_procurement,Laptop Procurement,Computer Setup & Support,6,Complete internal QA checklist.
laptop_procurement,Laptop Procurement,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
desktop_procurement,Desktop Procurement,Computer Setup & Support,1,Confirm device/user/peripheral details.
desktop_procurement,Desktop Procurement,Computer Setup & Support,2,Establish remote or onsite session.
desktop_procurement,Desktop Procurement,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
desktop_procurement,Desktop Procurement,Computer Setup & Support,4,Test with customer workflow.
desktop_procurement,Desktop Procurement,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
desktop_procurement,Desktop Procurement,Computer Setup & Support,6,Complete internal QA checklist.
desktop_procurement,Desktop Procurement,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
printer_procurement_help,Printer Procurement Help,Computer Setup & Support,1,Confirm device/user/peripheral details.
printer_procurement_help,Printer Procurement Help,Computer Setup & Support,2,Establish remote or onsite session.
printer_procurement_help,Printer Procurement Help,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
printer_procurement_help,Printer Procurement Help,Computer Setup & Support,4,Test with customer workflow.
printer_procurement_help,Printer Procurement Help,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
printer_procurement_help,Printer Procurement Help,Computer Setup & Support,6,Complete internal QA checklist.
printer_procurement_help,Printer Procurement Help,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
warranty_tracking,Warranty Tracking,Computer Setup & Support,1,Confirm device/user/peripheral details.
warranty_tracking,Warranty Tracking,Computer Setup & Support,2,Establish remote or onsite session.
warranty_tracking,Warranty Tracking,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
warranty_tracking,Warranty Tracking,Computer Setup & Support,4,Test with customer workflow.
warranty_tracking,Warranty Tracking,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
warranty_tracking,Warranty Tracking,Computer Setup & Support,6,Complete internal QA checklist.
warranty_tracking,Warranty Tracking,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
lifecycle_replacement_plan,Lifecycle Replacement Plan,Computer Setup & Support,1,Confirm device/user/peripheral details.
lifecycle_replacement_plan,Lifecycle Replacement Plan,Computer Setup & Support,2,Establish remote or onsite session.
lifecycle_replacement_plan,Lifecycle Replacement Plan,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
lifecycle_replacement_plan,Lifecycle Replacement Plan,Computer Setup & Support,4,Test with customer workflow.
lifecycle_replacement_plan,Lifecycle Replacement Plan,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
lifecycle_replacement_plan,Lifecycle Replacement Plan,Computer Setup & Support,6,Complete internal QA checklist.
lifecycle_replacement_plan,Lifecycle Replacement Plan,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
workstation_refresh_pack,Workstation Refresh Pack,Computer Setup & Support,1,Confirm device/user/peripheral details.
workstation_refresh_pack,Workstation Refresh Pack,Computer Setup & Support,2,Establish remote or onsite session.
workstation_refresh_pack,Workstation Refresh Pack,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
workstation_refresh_pack,Workstation Refresh Pack,Computer Setup & Support,4,Test with customer workflow.
workstation_refresh_pack,Workstation Refresh Pack,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
workstation_refresh_pack,Workstation Refresh Pack,Computer Setup & Support,6,Complete internal QA checklist.
workstation_refresh_pack,Workstation Refresh Pack,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
data_transfer_service,Data Transfer Service,Computer Setup & Support,1,Confirm device/user/peripheral details.
data_transfer_service,Data Transfer Service,Computer Setup & Support,2,Establish remote or onsite session.
data_transfer_service,Data Transfer Service,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
data_transfer_service,Data Transfer Service,Computer Setup & Support,4,Test with customer workflow.
data_transfer_service,Data Transfer Service,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
data_transfer_service,Data Transfer Service,Computer Setup & Support,6,Complete internal QA checklist.
data_transfer_service,Data Transfer Service,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
old_device_wipe_coordination,Old Device Wipe Coordination,Computer Setup & Support,1,Confirm device/user/peripheral details.
old_device_wipe_coordination,Old Device Wipe Coordination,Computer Setup & Support,2,Establish remote or onsite session.
old_device_wipe_coordination,Old Device Wipe Coordination,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
old_device_wipe_coordination,Old Device Wipe Coordination,Computer Setup & Support,4,Test with customer workflow.
old_device_wipe_coordination,Old Device Wipe Coordination,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
old_device_wipe_coordination,Old Device Wipe Coordination,Computer Setup & Support,6,Complete internal QA checklist.
old_device_wipe_coordination,Old Device Wipe Coordination,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
conference_room_audio_setup,Conference Room Audio Setup,Computer Setup & Support,1,Confirm device/user/peripheral details.
conference_room_audio_setup,Conference Room Audio Setup,Computer Setup & Support,2,Establish remote or onsite session.
conference_room_audio_setup,Conference Room Audio Setup,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
conference_room_audio_setup,Conference Room Audio Setup,Computer Setup & Support,4,Test with customer workflow.
conference_room_audio_setup,Conference Room Audio Setup,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
conference_room_audio_setup,Conference Room Audio Setup,Computer Setup & Support,6,Complete internal QA checklist.
conference_room_audio_setup,Conference Room Audio Setup,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
microsoft_365_basics_training,Microsoft 365 Basics Training,Computer Setup & Support,1,Confirm device/user/peripheral details.
microsoft_365_basics_training,Microsoft 365 Basics Training,Computer Setup & Support,2,Establish remote or onsite session.
microsoft_365_basics_training,Microsoft 365 Basics Training,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
microsoft_365_basics_training,Microsoft 365 Basics Training,Computer Setup & Support,4,Test with customer workflow.
microsoft_365_basics_training,Microsoft 365 Basics Training,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
microsoft_365_basics_training,Microsoft 365 Basics Training,Computer Setup & Support,6,Complete internal QA checklist.
microsoft_365_basics_training,Microsoft 365 Basics Training,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
teams_and_sharepoint_training,Teams and SharePoint Training,Computer Setup & Support,1,Confirm device/user/peripheral details.
teams_and_sharepoint_training,Teams and SharePoint Training,Computer Setup & Support,2,Establish remote or onsite session.
teams_and_sharepoint_training,Teams and SharePoint Training,Computer Setup & Support,3,"Perform setup, update, configuration, security, or troubleshooting work."
teams_and_sharepoint_training,Teams and SharePoint Training,Computer Setup & Support,4,Test with customer workflow.
teams_and_sharepoint_training,Teams and SharePoint Training,Computer Setup & Support,5,Document what was changed and any remaining recommendations.
teams_and_sharepoint_training,Teams and SharePoint Training,Computer Setup & Support,6,Complete internal QA checklist.
teams_and_sharepoint_training,Teams and SharePoint Training,Computer Setup & Support,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
wi_fi_coverage_check,Wi-Fi Coverage Check,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
wi_fi_coverage_check,Wi-Fi Coverage Check,Wi-Fi & Networking,2,Perform assessment or implementation planning.
wi_fi_coverage_check,Wi-Fi Coverage Check,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
wi_fi_coverage_check,Wi-Fi Coverage Check,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
wi_fi_coverage_check,Wi-Fi Coverage Check,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
wi_fi_coverage_check,Wi-Fi Coverage Check,Wi-Fi & Networking,6,Complete internal QA checklist.
wi_fi_coverage_check,Wi-Fi Coverage Check,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
network_health_check,Network Health Check,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
network_health_check,Network Health Check,Wi-Fi & Networking,2,Perform assessment or implementation planning.
network_health_check,Network Health Check,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
network_health_check,Network Health Check,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
network_health_check,Network Health Check,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
network_health_check,Network Health Check,Wi-Fi & Networking,6,Complete internal QA checklist.
network_health_check,Network Health Check,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
small_office_network_audit,Small Office Network Audit,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
small_office_network_audit,Small Office Network Audit,Wi-Fi & Networking,2,Perform assessment or implementation planning.
small_office_network_audit,Small Office Network Audit,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
small_office_network_audit,Small Office Network Audit,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
small_office_network_audit,Small Office Network Audit,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
small_office_network_audit,Small Office Network Audit,Wi-Fi & Networking,6,Complete internal QA checklist.
small_office_network_audit,Small Office Network Audit,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
guest_wi_fi_review,Guest Wi-Fi Review,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
guest_wi_fi_review,Guest Wi-Fi Review,Wi-Fi & Networking,2,Perform assessment or implementation planning.
guest_wi_fi_review,Guest Wi-Fi Review,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
guest_wi_fi_review,Guest Wi-Fi Review,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
guest_wi_fi_review,Guest Wi-Fi Review,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
guest_wi_fi_review,Guest Wi-Fi Review,Wi-Fi & Networking,6,Complete internal QA checklist.
guest_wi_fi_review,Guest Wi-Fi Review,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
camera_network_readiness_check,Camera Network Readiness Check,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
camera_network_readiness_check,Camera Network Readiness Check,Wi-Fi & Networking,2,Perform assessment or implementation planning.
camera_network_readiness_check,Camera Network Readiness Check,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
camera_network_readiness_check,Camera Network Readiness Check,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
camera_network_readiness_check,Camera Network Readiness Check,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
camera_network_readiness_check,Camera Network Readiness Check,Wi-Fi & Networking,6,Complete internal QA checklist.
camera_network_readiness_check,Camera Network Readiness Check,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
outdoor_wi_fi_planning_visit,Outdoor Wi-Fi Planning Visit,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
outdoor_wi_fi_planning_visit,Outdoor Wi-Fi Planning Visit,Wi-Fi & Networking,2,Perform assessment or implementation planning.
outdoor_wi_fi_planning_visit,Outdoor Wi-Fi Planning Visit,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
outdoor_wi_fi_planning_visit,Outdoor Wi-Fi Planning Visit,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
outdoor_wi_fi_planning_visit,Outdoor Wi-Fi Planning Visit,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
outdoor_wi_fi_planning_visit,Outdoor Wi-Fi Planning Visit,Wi-Fi & Networking,6,Complete internal QA checklist.
outdoor_wi_fi_planning_visit,Outdoor Wi-Fi Planning Visit,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
firewall_configuration_review,Firewall Configuration Review,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
firewall_configuration_review,Firewall Configuration Review,Wi-Fi & Networking,2,Perform assessment or implementation planning.
firewall_configuration_review,Firewall Configuration Review,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
firewall_configuration_review,Firewall Configuration Review,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
firewall_configuration_review,Firewall Configuration Review,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
firewall_configuration_review,Firewall Configuration Review,Wi-Fi & Networking,6,Complete internal QA checklist.
firewall_configuration_review,Firewall Configuration Review,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
isp_failover_readiness_review,ISP Failover Readiness Review,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
isp_failover_readiness_review,ISP Failover Readiness Review,Wi-Fi & Networking,2,Perform assessment or implementation planning.
isp_failover_readiness_review,ISP Failover Readiness Review,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
isp_failover_readiness_review,ISP Failover Readiness Review,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
isp_failover_readiness_review,ISP Failover Readiness Review,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
isp_failover_readiness_review,ISP Failover Readiness Review,Wi-Fi & Networking,6,Complete internal QA checklist.
isp_failover_readiness_review,ISP Failover Readiness Review,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
basic_router_replacement,Basic Router Replacement,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
basic_router_replacement,Basic Router Replacement,Wi-Fi & Networking,2,Perform assessment or implementation planning.
basic_router_replacement,Basic Router Replacement,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
basic_router_replacement,Basic Router Replacement,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
basic_router_replacement,Basic Router Replacement,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
basic_router_replacement,Basic Router Replacement,Wi-Fi & Networking,6,Complete internal QA checklist.
basic_router_replacement,Basic Router Replacement,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
business_wi_fi_setup,Business Wi-Fi Setup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
business_wi_fi_setup,Business Wi-Fi Setup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
business_wi_fi_setup,Business Wi-Fi Setup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
business_wi_fi_setup,Business Wi-Fi Setup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
business_wi_fi_setup,Business Wi-Fi Setup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
business_wi_fi_setup,Business Wi-Fi Setup,Wi-Fi & Networking,6,Complete internal QA checklist.
business_wi_fi_setup,Business Wi-Fi Setup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
guest_wi_fi_setup,Guest Wi-Fi Setup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
guest_wi_fi_setup,Guest Wi-Fi Setup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
guest_wi_fi_setup,Guest Wi-Fi Setup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
guest_wi_fi_setup,Guest Wi-Fi Setup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
guest_wi_fi_setup,Guest Wi-Fi Setup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
guest_wi_fi_setup,Guest Wi-Fi Setup,Wi-Fi & Networking,6,Complete internal QA checklist.
guest_wi_fi_setup,Guest Wi-Fi Setup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
vlan_setup,VLAN Setup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
vlan_setup,VLAN Setup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
vlan_setup,VLAN Setup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
vlan_setup,VLAN Setup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
vlan_setup,VLAN Setup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
vlan_setup,VLAN Setup,Wi-Fi & Networking,6,Complete internal QA checklist.
vlan_setup,VLAN Setup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
firewall_setup,Firewall Setup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
firewall_setup,Firewall Setup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
firewall_setup,Firewall Setup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
firewall_setup,Firewall Setup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
firewall_setup,Firewall Setup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
firewall_setup,Firewall Setup,Wi-Fi & Networking,6,Complete internal QA checklist.
firewall_setup,Firewall Setup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
switch_installation,Switch Installation,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
switch_installation,Switch Installation,Wi-Fi & Networking,2,Perform assessment or implementation planning.
switch_installation,Switch Installation,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
switch_installation,Switch Installation,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
switch_installation,Switch Installation,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
switch_installation,Switch Installation,Wi-Fi & Networking,6,Complete internal QA checklist.
switch_installation,Switch Installation,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
patch_panel_cleanup,Patch Panel Cleanup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
patch_panel_cleanup,Patch Panel Cleanup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
patch_panel_cleanup,Patch Panel Cleanup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
patch_panel_cleanup,Patch Panel Cleanup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
patch_panel_cleanup,Patch Panel Cleanup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
patch_panel_cleanup,Patch Panel Cleanup,Wi-Fi & Networking,6,Complete internal QA checklist.
patch_panel_cleanup,Patch Panel Cleanup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
network_documentation_package,Network Documentation Package,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
network_documentation_package,Network Documentation Package,Wi-Fi & Networking,2,Perform assessment or implementation planning.
network_documentation_package,Network Documentation Package,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
network_documentation_package,Network Documentation Package,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
network_documentation_package,Network Documentation Package,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
network_documentation_package,Network Documentation Package,Wi-Fi & Networking,6,Complete internal QA checklist.
network_documentation_package,Network Documentation Package,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
isp_cutover_support,ISP Cutover Support,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
isp_cutover_support,ISP Cutover Support,Wi-Fi & Networking,2,Perform assessment or implementation planning.
isp_cutover_support,ISP Cutover Support,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
isp_cutover_support,ISP Cutover Support,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
isp_cutover_support,ISP Cutover Support,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
isp_cutover_support,ISP Cutover Support,Wi-Fi & Networking,6,Complete internal QA checklist.
isp_cutover_support,ISP Cutover Support,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
lte_5g_backup_internet_setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
lte_5g_backup_internet_setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
lte_5g_backup_internet_setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
lte_5g_backup_internet_setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
lte_5g_backup_internet_setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
lte_5g_backup_internet_setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,6,Complete internal QA checklist.
lte_5g_backup_internet_setup,LTE/5G Backup Internet Setup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
unifi_controller_setup,UniFi Controller Setup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
unifi_controller_setup,UniFi Controller Setup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
unifi_controller_setup,UniFi Controller Setup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
unifi_controller_setup,UniFi Controller Setup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
unifi_controller_setup,UniFi Controller Setup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
unifi_controller_setup,UniFi Controller Setup,Wi-Fi & Networking,6,Complete internal QA checklist.
unifi_controller_setup,UniFi Controller Setup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
unifi_wi_fi_install,UniFi Wi-Fi Install,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
unifi_wi_fi_install,UniFi Wi-Fi Install,Wi-Fi & Networking,2,Perform assessment or implementation planning.
unifi_wi_fi_install,UniFi Wi-Fi Install,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
unifi_wi_fi_install,UniFi Wi-Fi Install,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
unifi_wi_fi_install,UniFi Wi-Fi Install,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
unifi_wi_fi_install,UniFi Wi-Fi Install,Wi-Fi & Networking,6,Complete internal QA checklist.
unifi_wi_fi_install,UniFi Wi-Fi Install,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
unifi_network_cleanup,UniFi Network Cleanup,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
unifi_network_cleanup,UniFi Network Cleanup,Wi-Fi & Networking,2,Perform assessment or implementation planning.
unifi_network_cleanup,UniFi Network Cleanup,Wi-Fi & Networking,3,"Document topology, Wi-Fi, firewall, switch, VLAN, cabling, and ISP considerations as relevant."
unifi_network_cleanup,UniFi Network Cleanup,Wi-Fi & Networking,4,Complete approved configuration/install coordination.
unifi_network_cleanup,UniFi Network Cleanup,Wi-Fi & Networking,5,Validate connectivity and provide network notes.
unifi_network_cleanup,UniFi Network Cleanup,Wi-Fi & Networking,6,Complete internal QA checklist.
unifi_network_cleanup,UniFi Network Cleanup,Wi-Fi & Networking,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
unifi_monthly_management,UniFi Monthly Management,Wi-Fi & Networking,1,"Confirm location, coverage needs, current equipment, and business requirements."
